time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActVelMot32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.237120,-0.132020,2.040530,139.198230,-342.766540,75853.132810,1.000000,3.149230,-396.318700
0.002000,0.239690,-0.130740,1.753420,139.198230,-342.766820,75841.523440,,3.155640,-396.318660
0.004000,0.239690,-0.129460,2.020020,139.198230,-342.767000,75751.882810,,3.154360,-396.318660
0.006000,0.239690,-0.129460,2.112300,139.198240,-342.767120,75954.382810,,3.149230,-396.318660
0.008000,0.242250,-0.126890,2.071290,139.198240,-342.767210,75703.359380,1.000000,3.144100,-396.318660
0.010000,0.239690,-0.126890,1.650880,139.198260,-342.767300,75956.492190,,3.136410,-396.318660
0.012000,0.240970,-0.126890,1.650880,139.198260,-342.767360,75925.906250,,3.130000,-396.318660
0.014000,0.240970,-0.125610,1.876460,139.198260,-342.767400,75937.500000,,3.123600,-396.318660
0.016000,0.242250,-0.125610,1.855960,139.198260,-342.767460,75870.007810,1.000000,3.119750,-396.318660
0.018000,0.240970,-0.099980,1.896970,139.198260,-342.767520,75990.234380,,3.118470,-396.318660
0.020000,0.242250,0.269170,1.794430,139.198810,-342.767610,76225.429690,,3.115910,-396.318660
0.022000,0.242250,0.283260,1.855960,139.200160,-342.767700,75832.031250,,3.122310,-396.318660
0.024000,0.240970,0.252500,1.804690,139.201640,-342.767760,75923.796880,1.000000,3.126160,-396.318660
0.026000,0.240970,0.320430,1.825200,139.202960,-342.767880,75914.296880,,3.127440,-396.318660
0.028000,0.242250,0.430660,2.132810,139.204380,-342.767940,75953.328130,,3.137700,-396.318660
0.030000,0.242250,0.524230,1.958500,139.206250,-342.768070,75929.070310,,3.147950,-396.318660
0.032000,0.240970,0.611390,2.143070,139.208760,-342.768190,75954.382810,1.000000,3.168460,-396.318660
0.034000,0.238400,0.722900,1.948240,139.212010,-342.768280,76221.218750,,3.177430,-396.318660
0.036000,0.235840,0.867740,1.825200,139.216130,-342.768280,75750.828130,,3.174870,-396.318660
0.038000,0.235840,1.026670,1.640630,139.221370,-342.768280,75955.437500,,3.171020,-396.318660
