time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActVelMot32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.203800,-0.448610,1.968750,139.209110,-332.888000,75961.757810,1.000000,3.191530,-402.325530
0.002000,0.206360,-0.447330,1.435550,139.209110,-332.888090,75829.921880,,3.183840,-402.325530
0.004000,0.206360,-0.446040,1.743160,139.209110,-332.888180,75592.625000,,3.178710,-402.325530
0.006000,0.206360,-0.446040,1.814940,139.209110,-332.888240,75957.539060,,3.171020,-402.325530
0.008000,0.207640,-0.444760,1.732910,139.209120,-332.888340,75853.132810,1.000000,3.168460,-402.325530
0.010000,0.208920,-0.443480,1.866210,139.209140,-332.888400,75857.343750,,3.165890,-402.325530
0.012000,0.211490,-0.440920,1.712400,139.209140,-332.888490,75893.203130,,3.167180,-402.325530
0.014000,0.212770,-0.442200,1.876460,139.209120,-332.888610,75699.140630,,3.173580,-402.325530
0.016000,0.212770,-0.442200,1.732910,139.209110,-332.888730,75980.742190,1.000000,3.179990,-402.325530
0.018000,0.214050,-0.415280,1.948240,139.209110,-332.888850,75611.601560,,3.186400,-402.325530
0.020000,0.215330,-0.053830,2.266110,139.209690,-332.888950,75834.140630,,3.196660,-402.325530
0.022000,0.216610,-0.011540,2.163570,139.210980,-332.889040,75870.007810,,3.201780,-402.325530
0.024000,0.220460,0.037170,1.855960,139.212070,-332.889100,76136.835940,1.000000,3.203060,-402.325530
0.026000,0.221740,0.197390,1.753420,139.212890,-332.889130,75785.625000,,3.203060,-402.325500
0.028000,0.223020,0.352480,2.091800,139.213940,-332.889160,76006.054690,,3.206910,-402.325500
0.030000,0.224300,0.463990,1.712400,139.215610,-332.889190,76206.453130,,3.208190,-402.325500
0.032000,0.224300,0.575500,1.886720,139.217930,-332.889250,75797.234380,1.000000,3.215880,-402.325500
0.034000,0.223020,0.712650,1.958500,139.221040,-332.889250,76081.992190,,3.210750,-402.325500
0.036000,0.224300,0.869020,1.855960,139.225130,-332.889250,75834.140630,,3.210750,-402.325500
0.038000,0.225590,1.018980,1.671390,139.230440,-332.889250,76125.234380,,3.210750,-402.325500
0.040000,0.224300,1.148440,1.384280,139.237210,-332.889250,75848.906250,1.000000,3.205630,-402.325500
0.042000,0.224300,1.261230,1.671390,139.245680,-332.889280,75827.820310,,3.204350,-402.325500
0.044000,0.223020,1.340700,1.722660,139.255980,-332.889280,76025.039060,,3.201780,-402.325500
0.046000,0.225590,1.388120,2.225100,139.268110,-332.889310,75861.562500,,3.209470,-402.325500
0.048000,0.224300,1.391970,2.122560,139.282070,-332.889370,75880.554690,1.000000,3.215880,-402.325500
0.050000,0.223020,1.357360,2.009770,139.297700,-332.889400,75757.148440,,3.221010,-402.325500
0.052000,0.223020,1.304810,1.568850,139.314760,-332.889430,75885.828130,,3.233830,-402.325500
0.054000,0.219180,1.243290,1.599610,139.333010,-332.889470,75846.796880,,3.240230,-402.325500
0.056000,0.219180,1.161250,1.784180,139.352290,-332.889530,75799.335940,1.000000,3.250490,-402.325500
0.058000,0.217900,1.070250,1.927730,139.372340,-332.889530,75851.023440,,3.258180,-402.325500
0.060000,0.215330,0.970280,2.030270,139.393010,-332.889530,75788.789060,,3.260740,-402.325500
0.062000,0.216610,0.872860,1.937990,139.414060,-332.889500,75899.531250,,3.268430,-402.325530
0.064000,0.214050,0.786990,1.825200,139.435260,-332.889500,75816.210940,1.000000,3.272280,-402.325530
0.066000,0.214050,0.712650,1.486820,139.456480,-332.889470,75866.843750,,3.274840,-402.325530
0.068000,0.212770,0.635740,1.445800,139.477650,-332.889470,76042.976560,,3.274840,-402.325530
0.070000,0.211490,0.571660,1.671390,139.498700,-332.889470,75702.304690,,3.277400,-402.325530
0.072000,0.210210,0.530640,2.050780,139.519560,-332.889470,75746.601560,1.000000,3.276120,-402.325530
0.074000,0.210210,0.513980,2.276370,139.540210,-332.889470,75606.328130,,3.277400,-402.325530
0.076000,0.207640,0.517820,2.081540,139.560680,-332.889470,75959.656250,,3.279970,-402.325530
0.078000,0.207640,0.528080,1.968750,139.581070,-332.889470,75855.242190,,3.282530,-402.325530
0.080000,0.205080,0.533200,1.681640,139.601390,-332.889470,75915.351560,1.000000,3.286380,-402.325530
0.082000,0.205080,0.533200,1.773930,139.621780,-332.889430,76022.929690,,3.290220,-402.325530
0.084000,0.205080,0.526790,2.173830,139.642180,-332.889430,75935.390630,,3.295350,-402.325530
0.086000,0.203800,0.513980,2.050780,139.662670,-332.889430,75722.343750,,3.297910,-402.325530
0.088000,0.202510,0.485780,1.814940,139.683270,-332.889430,75893.203130,1.000000,3.303040,-402.325530
0.090000,0.199950,0.446040,1.702150,139.703990,-332.889430,76240.203130,,3.305600,-402.325560
0.092000,0.201230,0.406310,1.589360,139.724790,-332.889430,75977.585940,,3.306880,-402.325560
0.094000,0.199950,0.370420,1.784180,139.745590,-332.889400,76095.703130,,3.306880,-402.325560
0.096000,0.199950,0.347350,1.691890,139.766370,-332.889400,75942.781250,1.000000,3.309450,-402.325560
0.098000,0.199950,0.333250,1.948240,139.787110,-332.889400,76111.523440,,3.308170,-402.325560
0.100000,0.198670,0.337100,1.927730,139.807790,-332.889400,75799.335940,,3.310730,-402.325560
0.102000,0.199950,0.361450,1.876460,139.828350,-332.889400,75821.492190,,3.309450,-402.325560
0.104000,0.199950,0.385800,1.712400,139.848860,-332.889400,75895.320310,1.000000,3.312010,-402.325560
0.106000,0.199950,0.417850,1.948240,139.869350,-332.889400,75934.335940,,3.314580,-402.325560
0.108000,0.199950,0.462710,1.876460,139.889820,-332.889400,76117.859380,,3.315860,-402.325560
0.110000,0.198670,0.516540,1.989260,139.910280,-332.889400,75589.460940,,3.320980,-402.325560
0.112000,0.199950,0.561400,2.009770,139.930790,-332.889400,75932.226560,1.000000,3.323550,-402.325560
0.114000,0.198670,0.599850,1.917480,139.951420,-332.889370,75926.953130,,3.327390,-402.325560
0.116000,0.197390,0.633180,1.486820,139.972170,-332.889370,75793.015630,,3.329960,-402.325560
0.118000,0.197390,0.656250,1.568850,139.993040,-332.889370,75807.781250,,3.333800,-402.325560
0.120000,0.194820,0.670350,1.671390,140.014020,-332.889370,75882.664060,1.000000,3.336360,-402.325560
0.122000,0.193540,0.671630,1.784180,140.035160,-332.889370,75870.007810,,3.340210,-402.325560
0.124000,0.194820,0.661380,1.814940,140.056380,-332.889340,75606.328130,,3.344060,-402.325560
0.126000,0.193540,0.656250,1.722660,140.077610,-332.889340,75912.195310,,3.349180,-402.325560
0.128000,0.192260,0.658810,1.681640,140.098850,-332.889340,75854.187500,1.000000,3.353030,-402.325560
0.130000,0.192260,0.660100,1.866210,140.120070,-332.889310,75870.007810,,3.355590,-402.325560
0.132000,0.189700,0.663940,1.671390,140.141280,-332.889310,75861.562500,,3.359440,-402.325560
0.134000,0.189700,0.665220,2.286620,140.162460,-332.889310,75614.765630,,3.360720,-402.325590
0.136000,0.189700,0.667790,2.153320,140.183640,-332.889310,75996.562500,1.000000,3.363280,-402.325590
0.138000,0.189700,0.675480,1.794430,140.204770,-332.889310,75555.703130,,3.367130,-402.325590
0.140000,0.190980,0.679320,1.886720,140.225920,-332.889310,75948.046880,,3.369690,-402.325590
0.142000,0.190980,0.672910,1.937990,140.247120,-332.889310,75951.210940,,3.373540,-402.325590
0.144000,0.190980,0.649840,1.753420,140.268360,-332.889310,75894.257810,1.000000,3.376100,-402.325590
0.146000,0.190980,0.624210,1.702150,140.289660,-332.889280,75830.984380,,3.381230,-402.325590
0.148000,0.190980,0.603700,2.030270,140.310990,-332.889280,75982.859380,,3.381230,-402.325590
0.150000,0.190980,0.576780,1.886720,140.332310,-332.889250,76170.585940,,3.383790,-402.325620
0.152000,0.192260,0.547300,1.650880,140.353670,-332.889250,75808.835940,1.000000,3.388920,-402.325620
0.154000,0.192260,0.519100,1.538090,140.374970,-332.889250,76042.976560,,3.391480,-402.325590
0.156000,0.193540,0.492190,1.681640,140.396260,-332.889220,75935.390630,,3.394040,-402.325590
0.158000,0.193540,0.462710,1.722660,140.417530,-332.889220,76079.882810,,3.396610,-402.325590
0.160000,0.194820,0.430660,2.163570,140.438720,-332.889220,75868.945310,1.000000,3.399170,-402.325590
0.162000,0.196110,0.403750,2.143070,140.459880,-332.889190,75854.187500,,3.399170,-402.325590
0.164000,0.197390,0.389650,1.948240,140.480940,-332.889190,76201.171880,,3.400450,-402.325590
0.166000,0.201230,0.389650,1.753420,140.501880,-332.889190,75954.382810,,3.401730,-402.325590
0.168000,0.201230,0.402470,1.579100,140.522710,-332.889190,75849.960940,1.000000,3.403020,-402.325590
0.170000,0.203800,0.420410,1.917480,140.543490,-332.889160,75729.726560,,3.404300,-402.325590
0.172000,0.205080,0.447330,1.927730,140.564190,-332.889160,76106.257810,,3.404300,-402.325590
0.174000,0.206360,0.481930,1.866210,140.584810,-332.889160,75922.734380,,3.406860,-402.325560
