time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActVelMot32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.196110,-0.098690,1.825200,139.270100,-350.821560,75883.718750,1.000000,3.073610,-541.754270
0.002000,0.194820,-0.098690,2.184080,139.270110,-350.821690,75856.289060,,3.073610,-541.754270
0.004000,0.194820,-0.097410,1.968750,139.270110,-350.821840,76125.234380,,3.069760,-541.754270
0.006000,0.194820,-0.097410,2.040530,139.270110,-350.821930,75903.750000,,3.069760,-541.754270
0.008000,0.196110,-0.098690,1.640630,139.270130,-350.822020,75857.343750,1.000000,3.067200,-541.754270
0.010000,0.194820,-0.098690,1.681640,139.270140,-350.822110,75615.820310,,3.065920,-541.754270
0.012000,0.196110,-0.102540,2.071290,139.270140,-350.822200,75975.468750,,3.065920,-541.754270
0.014000,0.194820,-0.099980,1.876460,139.270130,-350.822270,75959.656250,,3.067200,-541.754270
0.014000,0.194820,-0.099980,1.876460,139.270130,-350.822270,75959.656250,,3.067200,-541.754270
0.016000,0.196110,-0.102540,2.020020,139.270130,-350.822390,75828.867190,1.000000,3.069760,-541.754270
0.018000,0.196110,-0.105100,1.743160,139.270110,-350.822450,75997.625000,,3.072330,-541.754270
0.020000,0.196110,-0.076900,1.671390,139.270110,-350.822510,75858.406250,,3.076170,-541.754270
0.022000,0.197390,0.308900,1.558590,139.270680,-350.822600,75891.093750,,3.081300,-541.754270
0.024000,0.199950,0.348630,1.538090,139.272110,-350.822660,75449.187500,1.000000,3.082580,-541.754270
0.026000,0.199950,0.344790,1.671390,139.273800,-350.822720,75880.554690,,3.085140,-541.754270
0.028000,0.201230,0.433230,1.999510,139.275500,-350.822750,75921.679690,,3.083860,-541.754270
0.030000,0.202510,0.556270,2.286620,139.277480,-350.822780,75903.750000,,3.082580,-541.754270
0.032000,0.202510,0.662660,2.020020,139.280140,-350.822810,75801.445310,1.000000,3.086430,-541.754270
0.034000,0.202510,0.751100,2.020020,139.283620,-350.822880,75627.421880,,3.095400,-541.754270
0.036000,0.202510,0.857480,1.702150,139.288020,-350.822910,76041.921880,,3.100520,-541.754270
0.038000,0.202510,0.999760,1.804690,139.293470,-350.822910,75579.960940,,3.096680,-541.754270
0.040000,0.202510,1.166380,2.132810,139.300220,-350.822910,75979.687500,1.000000,3.094120,-541.754270
0.042000,0.201230,1.325320,2.081540,139.308520,-350.822910,75921.679690,,3.094120,-541.754270
0.044000,0.201230,1.477840,1.886720,139.318600,-350.822940,76292.937500,,3.092830,-541.754270
0.046000,0.199950,1.616270,1.579100,139.330690,-350.822940,75860.507810,,3.094120,-541.754270
0.048000,0.199950,1.725220,1.968750,139.344890,-350.822970,75925.906250,1.000000,3.097960,-541.754270
0.050000,0.199950,1.807250,1.681640,139.361280,-350.823030,76213.828130,,3.100520,-541.754270
0.052000,0.199950,1.862370,1.814940,139.379940,-350.823060,75815.156250,,3.105650,-541.754270
0.054000,0.198670,1.881590,1.845700,139.400830,-350.823090,75992.343750,,3.114620,-541.754270
0.056000,0.197390,1.866210,1.999510,139.423840,-350.823120,75837.312500,1.000000,3.121030,-541.754270
0.058000,0.196110,1.823910,1.907230,139.448790,-350.823120,76050.351560,,3.127440,-541.754270
0.060000,0.193540,1.748290,1.732910,139.475460,-350.823150,75866.843750,,3.133850,-541.754270
0.062000,0.192260,1.641910,2.091800,139.503720,-350.823150,75942.781250,,3.140260,-541.754330
0.064000,0.190980,1.534240,1.907230,139.533280,-350.823150,75800.398440,1.000000,3.145390,-541.754330
0.066000,0.188420,1.427860,2.020020,139.563860,-350.823120,75912.195310,,3.149230,-541.754330
0.068000,0.187130,1.326600,2.050780,139.595290,-350.823120,75849.960940,,3.154360,-541.754330
0.070000,0.185850,1.222780,1.835450,139.627400,-350.823090,75672.773440,,3.155640,-541.754330
0.072000,0.184570,1.108700,1.517580,139.660020,-350.823090,75781.414060,1.000000,3.160770,-541.754330
0.074000,0.184570,1.003600,1.527830,139.692990,-350.823090,75926.953130,,3.162050,-541.754330
0.076000,0.183290,0.906190,1.609860,139.726120,-350.823090,75854.187500,,3.165890,-541.754390
0.078000,0.182010,0.821590,1.989260,139.759280,-350.823090,75820.429690,,3.167180,-541.754390
0.080000,0.180730,0.756230,2.071290,139.792300,-350.823090,75813.054690,1.000000,3.171020,-541.754390
0.082000,0.180730,0.708800,1.722660,139.825160,-350.823090,75888.992190,,3.174870,-541.754390
0.084000,0.179440,0.689580,1.804690,139.857860,-350.823090,75740.273440,,3.178710,-541.754390
0.086000,0.178160,0.662660,1.712400,139.890490,-350.823090,75887.929690,,3.182560,-541.754390
0.088000,0.178160,0.625490,1.640630,139.923130,-350.823060,75874.218750,1.000000,3.185120,-541.754390
0.090000,0.178160,0.584470,2.184080,139.955760,-350.823060,75894.257810,,3.190250,-541.754390
0.092000,0.176880,0.553710,2.255860,139.988370,-350.823030,75836.257810,,3.191530,-541.754390
0.094000,0.174320,0.526790,2.132810,140.020970,-350.823000,75653.796880,,3.194090,-541.754390
0.096000,0.174320,0.498600,1.989260,140.053570,-350.823000,76040.867190,1.000000,3.196660,-541.754390
0.098000,0.174320,0.475520,1.773930,140.086180,-350.823000,75824.656250,,3.197940,-541.754390
0.100000,0.173030,0.463990,1.620120,140.118740,-350.823000,76087.273440,,3.197940,-541.754390
0.102000,0.174320,0.437070,1.825200,140.151350,-350.822970,75986.023440,,3.199220,-541.754390
0.104000,0.173030,0.422970,1.907230,140.183940,-350.822970,75947.000000,1.000000,3.199220,-541.754390
0.106000,0.173030,0.424260,1.989260,140.216510,-350.822970,75686.484380,,3.200500,-541.754390
0.108000,0.171750,0.437070,1.886720,140.249020,-350.822970,75943.835940,,3.200500,-541.754390
0.110000,0.173030,0.447330,1.415040,140.281590,-350.822970,76075.671880,,3.201780,-541.754390
0.112000,0.173030,0.462710,1.784180,140.314190,-350.822970,75997.625000,1.000000,3.205630,-541.754390
0.114000,0.174320,0.496030,1.732910,140.346830,-350.822970,76127.343750,,3.203060,-541.754390
0.116000,0.174320,0.538330,2.245610,140.379460,-350.822970,75860.507810,,3.208190,-541.754390
0.118000,0.174320,0.584470,2.163570,140.412160,-350.822970,76070.398440,,3.209470,-541.754390
0.120000,0.174320,0.616520,2.102050,140.444980,-350.822970,75871.062500,1.000000,3.215880,-541.754390
0.122000,0.173030,0.638310,1.763670,140.477910,-350.822970,75810.937500,,3.217160,-541.754390
0.124000,0.174320,0.671630,1.568850,140.510860,-350.822970,75845.742190,,3.218440,-541.754390
0.126000,0.174320,0.721620,1.979000,140.543820,-350.822970,76011.328130,,3.227420,-541.754390
0.128000,0.173030,0.784420,1.855960,140.576780,-350.822940,76196.953130,1.000000,3.228700,-541.754390
0.130000,0.174320,0.860050,1.917480,140.609710,-350.822940,75628.476560,,3.233830,-541.754390
0.132000,0.173030,0.942080,1.896970,140.642610,-350.822940,75923.796880,,3.237670,-541.754390
0.134000,0.174320,0.974120,1.548340,140.675700,-350.822940,75928.015630,,3.240230,-541.754390
0.136000,0.174320,0.979250,1.691890,140.709050,-350.822910,75805.664060,1.000000,3.245360,-541.754390
0.138000,0.175600,0.960020,1.322750,140.742600,-350.822910,75800.398440,,3.245360,-541.754390
0.140000,0.175600,0.934390,1.753420,140.776310,-350.822880,75907.968750,,3.247920,-541.754390
0.142000,0.175600,0.904910,1.896970,140.810120,-350.822880,75922.734380,,3.251770,-541.754390
0.144000,0.175600,0.874150,2.348140,140.844010,-350.822880,75607.390630,1.000000,3.254330,-541.754390
0.146000,0.174320,0.851070,1.917480,140.877870,-350.822880,75872.109380,,3.259460,-541.754390
0.148000,0.175600,0.822880,1.855960,140.911740,-350.822880,75962.812500,,3.263310,-541.754390
0.150000,0.175600,0.790830,1.804690,140.945600,-350.822880,75937.500000,,3.265870,-541.754390
0.152000,0.175600,0.767760,1.661130,140.979390,-350.822850,75777.195310,1.000000,3.271000,-541.754390
0.154000,0.174320,0.761350,2.184080,141.013030,-350.822850,75621.101560,,3.276120,-541.754390
0.156000,0.175600,0.771610,2.061040,141.046490,-350.822810,75996.562500,,3.279970,-541.754390
0.158000,0.175600,0.783140,1.937990,141.079830,-350.822810,75765.593750,,3.281250,-541.754390
0.160000,0.175600,0.770320,1.702150,141.113200,-350.822810,75949.101560,1.000000,3.283810,-541.754390
0.162000,0.176880,0.742130,1.773930,141.146620,-350.822780,75948.046880,,3.286380,-541.754390
0.164000,0.178160,0.719060,1.773930,141.180020,-350.822750,75988.125000,,3.285100,-541.754390
0.166000,0.179440,0.681880,1.630370,141.213460,-350.822750,75843.640630,,3.285100,-541.754390
0.168000,0.180730,0.640870,1.999510,141.246920,-350.822720,75941.726560,1.000000,3.286380,-541.754390
0.170000,0.180730,0.584470,1.907230,141.280440,-350.822750,76078.828130,,3.287660,-541.754390
0.172000,0.182010,0.521670,2.071290,141.314010,-350.822750,75872.109380,,3.287660,-541.754390
0.174000,0.183290,0.471680,1.896970,141.347530,-350.822750,76203.289060,,3.288940,-541.754390
0.176000,0.183290,0.437070,1.968750,141.380950,-350.822750,75894.257810,1.000000,3.292790,-541.754390
0.176000,0.183290,0.437070,1.968750,141.380950,-350.822750,75894.257810,1.000000,3.292790,-541.754390
0.178000,0.184570,0.451170,2.040530,141.414140,-350.822750,76222.273440,,3.294070,-541.754390
0.180000,0.184570,0.488340,1.886720,141.447140,-350.822720,75852.078130,,3.297910,-541.754390
0.182000,0.184570,0.524230,2.112300,141.480030,-350.822720,75825.710940,,3.300480,-541.754390
0.184000,0.185850,0.552430,1.804690,141.512860,-350.822720,76020.820310,1.000000,3.303040,-541.754390
0.186000,0.185850,0.569090,1.671390,141.545730,-350.822690,75952.265630,,3.301760,-541.754390
0.188000,0.185850,0.588320,1.548340,141.578640,-350.822690,75875.273440,,3.301760,-541.754390
0.190000,0.187130,0.620360,1.640630,141.611560,-350.822660,75569.414060,,3.301760,-541.754390
0.192000,0.188420,0.652400,2.102050,141.644520,-350.822660,76106.257810,1.000000,3.300480,-541.754390
0.194000,0.188420,0.688290,1.784180,141.677470,-350.822660,75897.429690,,3.301760,-541.754390
0.196000,0.188420,0.721620,1.763670,141.710490,-350.822690,75832.031250,,3.304320,-541.754390
0.198000,0.188420,0.722900,1.784180,141.743680,-350.822690,75832.031250,,3.304320,-541.754390
0.200000,0.187130,0.726750,1.794430,141.776950,-350.822690,75872.109380,1.000000,3.306880,-541.754390
0.202000,0.185850,0.735720,1.712400,141.810260,-350.822690,75830.984380,,3.310730,-541.754390
0.204000,0.185850,0.761350,1.927730,141.843570,-350.822660,75543.054690,,3.314580,-541.754390
0.206000,0.184570,0.799800,2.337890,141.876800,-350.822660,76084.101560,,3.319700,-541.754390
0.208000,0.183290,0.826720,1.999510,141.910100,-350.822660,75912.195310,1.000000,3.323550,-541.754390
0.210000,0.182010,0.844670,2.112300,141.943480,-350.822660,75810.937500,,3.326110,-541.754390
0.212000,0.180730,0.842100,1.814940,141.976960,-350.822660,75814.101560,,3.328670,-541.754390
0.214000,0.179440,0.840820,1.650880,142.010510,-350.822630,75557.820310,,3.329960,-541.754390
0.216000,0.179440,0.833130,1.814940,142.044110,-350.822630,76079.882810,1.000000,3.332520,-541.754390
0.218000,0.178160,0.812620,1.763670,142.077790,-350.822630,75592.625000,,3.332520,-541.754390
0.220000,0.178160,0.780580,2.020020,142.111540,-350.822630,76112.578130,,3.335080,-541.754390
0.222000,0.176880,0.744690,1.896970,142.145310,-350.822630,75994.453130,,3.335080,-541.754390
0.224000,0.175600,0.722900,1.722660,142.179020,-350.822630,76147.390630,1.000000,3.337650,-541.754390
0.226000,0.175600,0.729310,1.712400,142.212550,-350.822630,75821.492190,,3.340210,-541.754390
0.228000,0.175600,0.767760,1.968750,142.245880,-350.822600,75824.656250,,3.341490,-541.754390
0.230000,0.175600,0.793400,1.896970,142.279140,-350.822600,76254.960940,,3.345340,-541.754390
0.232000,0.175600,0.797240,2.132810,142.312390,-350.822600,75810.937500,1.000000,3.347900,-541.754390
0.234000,0.175600,0.778020,2.214840,142.345720,-350.822570,76122.070310,,3.351750,-541.754390
0.236000,0.175600,0.751100,1.773930,142.379140,-350.822570,75810.937500,,3.351750,-541.754390
0.238000,0.175600,0.734440,1.753420,142.412580,-350.822540,76007.109380,,3.353030,-541.754390
0.240000,0.175600,0.715210,1.886720,142.446060,-350.822540,75886.875000,1.000000,3.353030,-541.754390
0.242000,0.176880,0.694700,1.917480,142.479570,-350.822540,75818.320310,,3.354310,-541.754390
0.244000,0.178160,0.663940,1.835450,142.513110,-350.822540,75930.117190,,3.354310,-541.754390
0.246000,0.179440,0.624210,1.876460,142.546660,-350.822540,75882.664060,,3.356870,-541.754390
0.248000,0.179440,0.583190,1.661130,142.580230,-350.822540,75976.523440,1.000000,3.358150,-541.754390
0.250000,0.179440,0.554990,1.661130,142.613690,-350.822540,75659.062500,,3.359440,-541.754390
0.252000,0.180730,0.569090,1.456050,142.646960,-350.822510,75949.101560,,3.360720,-541.754390
0.254000,0.180730,0.613950,1.517580,142.680020,-350.822510,75914.296880,,3.362000,-541.754390
0.256000,0.182010,0.656250,1.999510,142.712950,-350.822510,75801.445310,1.000000,3.364560,-541.754390
0.258000,0.183290,0.694700,2.327640,142.745830,-350.822510,75731.835940,,3.364560,-541.754390
0.260000,0.183290,0.720340,2.040530,142.778780,-350.822510,75637.976560,,3.365840,-541.754390
0.262000,0.183290,0.720340,1.907230,142.811840,-350.822510,75911.140630,,3.365840,-541.754390
0.264000,0.182010,0.708800,1.753420,142.845030,-350.822480,75818.320310,1.000000,3.364560,-541.754390
0.266000,0.182010,0.687010,1.753420,142.878360,-350.822480,75824.656250,,3.364560,-541.754390
0.268000,0.183290,0.661380,1.814940,142.911760,-350.822510,75917.460940,,3.367130,-541.754390
0.270000,0.180730,0.637020,2.173830,142.945240,-350.822510,75960.703130,,3.367130,-541.754390
0.272000,0.180730,0.612670,2.102050,142.978740,-350.822510,75785.625000,1.000000,3.368410,-541.754390
0.274000,0.179440,0.615230,1.845700,143.012180,-350.822510,75677.000000,,3.369690,-541.754390
0.276000,0.176880,0.644710,1.722660,143.045460,-350.822510,76025.039060,,3.374820,-541.754390
0.278000,0.178160,0.699830,1.486820,143.078570,-350.822480,75877.382810,,3.374820,-541.754390
0.280000,0.176880,0.749820,1.640630,143.111630,-350.822480,75978.632810,1.000000,3.379940,-541.754390
0.282000,0.176880,0.775450,1.814940,143.144740,-350.822450,75890.039060,,3.381230,-541.754390
0.284000,0.175600,0.804930,2.255860,143.177840,-350.822450,76068.281250,,3.382510,-541.754390
0.286000,0.174320,0.828000,2.112300,143.211000,-350.822420,75750.828130,,3.382510,-541.754390
0.288000,0.174320,0.845950,2.194340,143.244230,-350.822420,75710.742190,1.000000,3.381230,-541.754390
0.290000,0.174320,0.858760,1.835450,143.277510,-350.822420,76110.468750,,3.381230,-541.754390
0.292000,0.174320,0.854920,1.732910,143.310930,-350.822420,75903.750000,,3.382510,-541.754390
0.294000,0.175600,0.817750,1.917480,143.344480,-350.822420,76187.468750,,3.382510,-541.754390
0.296000,0.175600,0.770320,2.081540,143.378140,-350.822450,75827.820310,1.000000,3.382510,-541.754390
0.298000,0.175600,0.728030,1.917480,143.411870,-350.822450,76073.554690,,3.385070,-541.754390
0.300000,0.174320,0.712650,1.732910,143.445480,-350.822450,75893.203130,,3.388920,-541.754390
0.302000,0.174320,0.724180,1.609860,143.478990,-350.822420,75917.460940,,3.390200,-541.754390
0.304000,0.175600,0.742130,1.609860,143.512370,-350.822420,75942.781250,1.000000,3.394040,-541.754390
0.306000,0.176880,0.761350,1.907230,143.545700,-350.822420,75913.250000,,3.396610,-541.754390
0.308000,0.179440,0.772890,1.814940,143.578990,-350.822390,75982.859380,,3.397890,-541.754390
0.310000,0.179440,0.776730,1.876460,143.612320,-350.822390,75627.421880,,3.399170,-541.754390
0.312000,0.182010,0.761350,1.855960,143.645740,-350.822390,76013.445310,1.000000,3.399170,-541.754390
0.314000,0.183290,0.737000,1.753420,143.679210,-350.822360,75816.210940,,3.397890,-541.754390
0.316000,0.185850,0.707520,1.773930,143.712740,-350.822360,75841.523440,,3.397890,-541.754390
0.318000,0.185850,0.681880,1.732910,143.746250,-350.822390,75984.960940,,3.396610,-541.754390
0.320000,0.187130,0.640870,2.245610,143.779820,-350.822390,75823.601560,1.000000,3.397890,-541.754390
0.322000,0.188420,0.602420,2.020020,143.813350,-350.822390,75928.015630,,3.397890,-541.754390
0.324000,0.189700,0.599850,2.081540,143.846710,-350.822390,75600.000000,,3.399170,-541.754390
0.326000,0.189700,0.619080,1.773930,143.879900,-350.822390,75879.492190,,3.403020,-541.754390
0.328000,0.190980,0.640870,1.517580,143.913010,-350.822390,76008.164060,1.000000,3.404300,-541.754390
0.330000,0.192260,0.652400,1.732910,143.946110,-350.822360,75879.492190,,3.405580,-541.754330
0.332000,0.193540,0.665220,1.609860,143.979170,-350.822360,75770.859380,,3.408140,-541.754330
0.334000,0.193540,0.689580,2.122560,144.012210,-350.822360,75691.765630,,3.409420,-541.754330
0.336000,0.194820,0.715210,1.927730,144.045260,-350.822330,76063.015630,1.000000,3.406860,-541.754330
0.338000,0.196110,0.725460,1.794430,144.078410,-350.822330,75730.781250,,3.404300,-541.754330
0.340000,0.194820,0.724180,1.702150,144.111680,-350.822330,75952.265630,,3.404300,-541.754330
0.342000,0.193540,0.710080,1.825200,144.145030,-350.822330,75940.671880,,3.404300,-541.754330
0.344000,0.194820,0.687010,1.937990,144.178480,-350.822360,76175.867190,1.000000,3.403020,-541.754330
0.346000,0.193540,0.674190,2.194340,144.211900,-350.822360,75833.085940,,3.404300,-541.754330
0.348000,0.193540,0.678040,2.368650,144.245270,-350.822360,75842.585940,,3.405580,-541.754330
0.350000,0.190980,0.706240,1.855960,144.278520,-350.822360,76246.531250,,3.406860,-541.754330
