time,+/Nck/!SD/nckServoDataActCurr32 [u1; 1],+/Nck/!SD/nckServoDataActCurr32 [u1; 2],+/Nck/!SD/nckServoDataActCurr32 [u1; 4],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 2],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 3],+/Nck/!SD/nckServoDataActVelMot32 [u1; 4],+/Channel/!RP/rpa [u1; 15],+/Nck/!SD/nckServoDataActCurr32 [u1; 3],+/Nck/!SD/nckServoDataActPos1stEnc32 [u1; 1]
0.000000,0.240970,-0.134580,1.948240,139.198810,-344.966800,75898.484380,1.000000,3.050540,-396.318940
0.002000,0.239690,-0.133300,1.732910,139.198810,-344.966890,75839.421880,,3.045410,-396.318940
0.004000,0.240970,-0.132020,1.630370,139.198810,-344.967010,75624.257810,,3.036440,-396.318940
0.006000,0.240970,-0.132020,1.927730,139.198810,-344.967070,76068.281250,,3.032590,-396.318940
0.008000,0.240970,-0.132020,1.681640,139.198820,-344.967160,75802.500000,1.000000,3.031310,-396.318940
0.010000,0.239690,-0.133300,1.804690,139.198820,-344.967290,75829.921880,,3.031310,-396.318940
0.012000,0.238400,-0.133300,1.661130,139.198820,-344.967380,75789.843750,,3.033870,-396.318940
0.012000,0.238400,-0.133300,1.661130,139.198820,-344.967380,75789.843750,,3.033870,-396.318940
0.014000,0.238400,-0.133300,1.773930,139.198820,-344.967500,75662.234380,,3.039000,-396.318940
0.016000,0.237120,-0.134580,1.968750,139.198810,-344.967620,75957.539060,1.000000,3.046690,-396.318940
0.018000,0.237120,-0.106380,1.896970,139.198810,-344.967740,75327.898440,,3.055660,-396.318940
0.020000,0.237120,0.262760,2.255860,139.199360,-344.967860,76039.804690,,3.064640,-396.318940
0.022000,0.235840,0.280700,1.835450,139.200700,-344.967960,75801.445310,,3.071040,-396.318970
0.024000,0.233280,0.255070,2.020020,139.202150,-344.967990,75827.820310,1.000000,3.073610,-396.318970
0.026000,0.233280,0.326840,1.876460,139.203450,-344.968020,75707.585940,,3.071040,-396.318970
0.028000,0.230710,0.438350,1.794430,139.204860,-344.968020,75650.632810,,3.072330,-396.318970
0.030000,0.230710,0.529360,1.753420,139.206740,-344.968080,76142.109380,,3.074890,-396.318970
0.032000,0.228150,0.610110,1.835450,139.209270,-344.968140,75779.304690,1.000000,3.081300,-396.318970
0.034000,0.226870,0.713930,2.030270,139.212550,-344.968140,75997.625000,,3.082580,-396.318970
0.036000,0.225590,0.848510,1.989260,139.216750,-344.968140,75950.156250,,3.080020,-396.319000
0.038000,0.223020,1.002320,1.702150,139.222030,-344.968140,76128.398440,,3.080020,-396.319000
0.040000,0.223020,1.158690,1.599610,139.228670,-344.968140,75757.148440,1.000000,3.077450,-396.319000
0.042000,0.221740,1.318910,1.999510,139.236920,-344.968140,75886.875000,,3.072330,-396.319030
0.044000,0.221740,1.458620,1.753420,139.247060,-344.968170,76147.390630,,3.071040,-396.319030
0.046000,0.220460,1.576540,2.122560,139.259200,-344.968200,75865.789060,,3.073610,-396.319030
0.048000,0.219180,1.670100,2.184080,139.273500,-344.968230,76326.679690,1.000000,3.077450,-396.319030
0.050000,0.217900,1.741880,2.102050,139.289990,-344.968260,75825.710940,,3.085140,-396.319030
0.052000,0.215330,1.800840,1.753420,139.308670,-344.968320,76078.828130,,3.094120,-396.319030
0.054000,0.216610,1.838010,1.825200,139.329510,-344.968380,75867.898440,,3.104370,-396.319060
0.056000,0.215330,1.835450,1.743160,139.352430,-344.968410,75852.078130,1.000000,3.113340,-396.319060
0.058000,0.215330,1.799560,1.650880,139.377260,-344.968410,76131.562500,,3.119750,-396.319060
0.060000,0.214050,1.736760,1.907230,139.403870,-344.968410,75859.453130,,3.124880,-396.319060
0.062000,0.215330,1.656010,1.712400,139.431990,-344.968410,75916.414060,,3.131290,-396.319060
0.064000,0.214050,1.558590,1.814940,139.461460,-344.968380,75739.226560,1.000000,3.135130,-396.319060
0.066000,0.214050,1.441960,1.743160,139.492020,-344.968380,76040.867190,,3.140260,-396.319060
0.068000,0.214050,1.331730,1.394530,139.523470,-344.968380,75903.750000,,3.144100,-396.319060
0.070000,0.214050,1.224060,1.773930,139.555620,-344.968380,75768.750000,,3.146670,-396.319060
0.072000,0.214050,1.124080,1.845700,139.588260,-344.968380,76026.093750,1.000000,3.151790,-396.319060
0.074000,0.214050,1.015140,2.214840,139.621260,-344.968350,75716.015630,,3.153080,-396.319060
0.076000,0.215330,0.915160,2.009770,139.654430,-344.968350,75970.203130,,3.158200,-396.319060
0.078000,0.214050,0.824160,1.958500,139.687620,-344.968350,75577.859380,,3.162050,-396.319060
0.080000,0.214050,0.748540,1.743160,139.720730,-344.968350,75939.617190,1.000000,3.165890,-396.319060
0.082000,0.215330,0.679320,1.835450,139.753770,-344.968320,75971.257810,,3.171020,-396.319060
0.084000,0.214050,0.629330,2.194340,139.786610,-344.968320,75847.851560,,3.178710,-396.319060
0.086000,0.214050,0.611390,1.866210,139.819240,-344.968290,75806.726560,,3.183840,-396.319060
0.088000,0.214050,0.619080,2.214840,139.851720,-344.968290,74749.921880,1.000000,3.188960,-396.319060
0.090000,0.214050,0.606260,1.630370,139.884190,-344.968260,76001.843750,,3.192810,-396.319060
0.092000,0.214050,0.575500,1.640630,139.916750,-344.968260,75739.226560,,3.194090,-396.319060
0.094000,0.214050,0.534480,1.527830,139.949370,-344.968260,75890.039060,,3.197940,-396.319060
0.096000,0.215330,0.506290,1.702150,139.981990,-344.968260,76002.890630,1.000000,3.197940,-396.319060
0.098000,0.214050,0.484500,2.153320,140.014620,-344.968260,76261.296880,,3.199220,-396.319060
0.100000,0.214050,0.457580,1.927730,140.047300,-344.968260,75789.843750,,3.201780,-396.319060
0.102000,0.215330,0.434510,2.276370,140.079960,-344.968260,75843.640630,,3.201780,-396.319060
0.104000,0.214050,0.429380,1.896970,140.112610,-344.968260,76200.117190,1.000000,3.204350,-396.319060
0.106000,0.212770,0.414000,1.794430,140.145260,-344.968260,75858.406250,,3.206910,-396.319060
0.108000,0.214050,0.424260,1.804690,140.177840,-344.968260,76076.718750,,3.212040,-396.319060
0.110000,0.212770,0.451170,1.968750,140.210360,-344.968230,75809.890630,,3.213320,-396.319060
0.112000,0.212770,0.480650,2.204590,140.242890,-344.968230,76234.929690,1.000000,3.218440,-396.319060
0.114000,0.212770,0.506290,1.948240,140.275470,-344.968230,75932.226560,,3.221010,-396.319060
0.116000,0.212770,0.531920,1.866210,140.308140,-344.968230,75807.781250,,3.223570,-396.319060
0.118000,0.211490,0.569090,1.589360,140.340870,-344.968200,75960.703130,,3.226140,-396.319060
0.120000,0.211490,0.604980,1.589360,140.373670,-344.968200,75894.257810,1.000000,3.228700,-396.319060
0.122000,0.211490,0.635740,1.835450,140.406590,-344.968200,75774.023440,,3.231260,-396.319060
0.124000,0.210210,0.661380,1.743160,140.439610,-344.968200,75615.820310,,3.233830,-396.319060
0.126000,0.208920,0.678040,1.825200,140.472720,-344.968200,76034.531250,,3.236390,-396.319060
0.128000,0.208920,0.708800,1.671390,140.505840,-344.968170,75916.414060,1.000000,3.238950,-396.319060
0.130000,0.207640,0.749820,2.009770,140.538960,-344.968170,75934.335940,,3.244080,-396.319060
0.132000,0.206360,0.807500,1.968750,140.572070,-344.968170,75778.250000,,3.250490,-396.319090
0.134000,0.206360,0.872860,2.081540,140.605120,-344.968140,75750.828130,,3.255620,-396.319090
0.136000,0.206360,0.939510,1.794430,140.638170,-344.968140,75904.804690,1.000000,3.260740,-396.319090
0.138000,0.205080,0.960020,2.030270,140.671390,-344.968140,75184.453130,,3.265870,-396.319090
0.140000,0.203800,0.957460,1.876460,140.704820,-344.968140,75995.507810,,3.271000,-396.319090
0.142000,0.202510,0.931820,1.589360,140.738450,-344.968110,75929.070310,,3.274840,-396.319090
0.144000,0.202510,0.903630,1.835450,140.772190,-344.968110,75882.664060,1.000000,3.278690,-396.319090
0.146000,0.202510,0.877990,1.958500,140.806000,-344.968080,75776.132810,,3.281250,-396.319120
0.148000,0.202510,0.851070,1.958500,140.839830,-344.968080,74476.757810,,3.287660,-396.319120
0.150000,0.203800,0.820310,2.102050,140.873690,-344.968080,76090.437500,,3.288940,-396.319120
0.152000,0.203800,0.776730,1.620120,140.907590,-344.968080,75689.656250,1.000000,3.291500,-396.319120
0.154000,0.203800,0.734440,1.661130,140.941450,-344.968050,76005.007810,,3.296630,-396.319120
0.156000,0.203800,0.708800,1.763670,140.975220,-344.968020,76026.093750,,3.300480,-396.319120
0.158000,0.203800,0.707520,2.061040,141.008770,-344.968020,75975.468750,,3.305600,-396.319120
0.160000,0.206360,0.726750,2.112300,141.042100,-344.967990,75771.914060,1.000000,3.309450,-396.319120
0.162000,0.206360,0.738280,2.358400,141.075380,-344.967990,75757.148440,,3.312010,-396.319120
0.164000,0.206360,0.719060,2.009770,141.108720,-344.967990,76164.265630,,3.314580,-396.319120
0.166000,0.208920,0.689580,1.763670,141.142090,-344.967990,75925.906250,,3.318420,-396.319090
0.168000,0.210210,0.671630,1.753420,141.175420,-344.967960,76214.882810,1.000000,3.318420,-396.319090
0.170000,0.211490,0.638310,1.702150,141.208770,-344.967930,75779.304690,,3.319700,-396.319090
0.172000,0.212770,0.596010,1.722660,141.242190,-344.967930,75983.914060,,3.320980,-396.319090
0.174000,0.215330,0.534480,2.050780,141.275680,-344.967930,75957.539060,,3.323550,-396.319090
0.176000,0.216610,0.475520,1.794430,141.309220,-344.967930,75796.179690,1.000000,3.324830,-396.319090
0.178000,0.216610,0.444760,1.917480,141.342640,-344.967930,76056.687500,,3.326110,-396.319060
0.180000,0.219180,0.437070,1.497070,141.375900,-344.967930,75947.000000,,3.329960,-396.319060
0.182000,0.220460,0.471680,1.445800,141.408950,-344.967900,75800.398440,,3.333800,-396.319060
0.184000,0.223020,0.522950,1.753420,141.441830,-344.967900,75783.515630,1.000000,3.336360,-396.319060
0.186000,0.224300,0.567810,1.927730,141.474670,-344.967860,75836.257810,,3.338930,-396.319060
0.188000,0.225590,0.593440,2.112300,141.507540,-344.967860,75862.617190,,3.341490,-396.319060
0.190000,0.225590,0.603700,2.040530,141.540480,-344.967860,75721.296880,,3.341490,-396.319060
0.192000,0.225590,0.620360,1.948240,141.573470,-344.967860,75930.117190,1.000000,3.341490,-396.319060
0.194000,0.224300,0.649840,1.630370,141.606490,-344.967860,75804.609380,,3.344060,-396.319060
0.196000,0.225590,0.689580,1.866210,141.639480,-344.967860,75900.593750,,3.345340,-396.319060
0.198000,0.225590,0.731870,1.743160,141.672500,-344.967860,75435.468750,,3.345340,-396.319060
0.200000,0.225590,0.761350,1.855960,141.705580,-344.967860,75926.953130,1.000000,3.346620,-396.319060
0.202000,0.223020,0.766480,1.886720,141.738800,-344.967860,75862.617190,,3.349180,-396.319060
